#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -36.17586     6.17947             8794
1    -34.70488     1.82535             144461
2    -34.43295     0.81532             608864
3    73.20907     3.29114             125821
4    -23.55504     3.24790             9119
5    -39.75775     7.25690             2003
