#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -24.03349     1.74130             52826
1    -23.81379     0.59566             304692
2    -22.57313     0.66490             376911
3    -20.90021     0.76859             152069
4    -28.15140     1.91076             40660
5    -31.63556     6.55246             6424
