#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.37953     2.98728             12848
1    -34.80066     0.88773             357113
2    -27.94732     0.72497             265632
3    -35.26894     1.85949             147192
4    -35.60976     2.28157             68853
5    -33.90199     2.87228             29035
6    -33.47100     6.57557             6958
