#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -33.41737     7.98468             7776
1    -32.65925     1.09330             130421
2    -25.87415     0.44660             592392
3    -31.23595     1.34741             148498
4    -33.61596     4.12894             12681
5    -39.42334     9.24505             2122
