#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -27.29138     2.41993             19226
1    -32.17368     1.13499             259972
2    -35.57120     0.92058             402415
3    -33.48288     1.78588             159044
4    -35.58515     2.90268             39564
5    77.09376     13.20775             4709
