#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.90326     3.11080             18903
1    -31.66937     1.69506             168686
2    -31.38060     0.84104             579324
3    69.85304     3.04729             152581
4    -19.09485     1.91331             14699
5    -44.31656     4.80082             3135
