#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -8.97968     1.17853             6838
1    -16.15954     1.12394             43751
2    -7.02785     0.20029             304320
3    -8.49045     0.12931             854713
4    -12.05000     0.27684             309697
5    -11.64789     0.46557             135970
6    -6.52667     0.59583             17088
