#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -9.86917     0.44930             121000
1    -10.71971     0.35311             244026
2    -29.27071     0.62508             373854
3    -19.10952     0.39751             486137
4    -2.30786     0.12241             450077
