#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -9.43674     1.36075             6852
1    -8.98681     0.42382             66143
2    -8.46728     0.25679             215640
3    -17.74249     0.32588             609596
4    -18.58886     0.39778             450273
5    -11.12254     0.36829             262037
6    -1.07618     0.29765             64932
