#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -36.97282     11.13732             3451
1    -32.63245     2.44547             58209
2    -25.96774     1.15818             277680
3    -31.98851     3.15289             64024
4    -34.98882     10.48942             4331
5    -29.00000     0.00000             762
