#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -28.84235     7.46473             5591
1    -35.51628     1.99389             165819
2    -28.02290     1.88545             123919
3    -36.42200     2.58023             66907
4    -35.43677     2.75670             29134
5    -34.19281     5.85631             10883
6    -39.37654     4.37858             2413
