#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -33.85729     3.56684             40740
1    -32.79881     1.59450             158725
2    -33.31746     1.61483             112787
3    -23.99437     1.29413             63067
4    -23.90883     1.86400             30279
5    -24.14038     2.96473             13114
6    -20.43540     5.38602             3931
