#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -24.94916     3.10944             24081
1    -24.20172     1.10137             141829
2    -23.19589     0.82863             175547
3    -21.21074     1.24823             66457
4    -28.53621     3.21610             15905
5    -31.97619     8.17145             2461
