#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -32.21570     6.75095             3802
1    -34.94159     2.05608             66559
2    -35.17408     1.04299             285881
3    72.28480     5.05462             52987
4    -20.41176     5.84928             3133
5    -29.00000     0.00000             748
