#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -25.31323     2.27522             45386
1    -24.99911     0.96650             157940
2    -25.00284     1.13056             111449
3    -23.15114     1.51137             61671
4    -32.84365     3.59219             29517
5    -32.69745     5.48097             12613
6    -31.61149     8.21630             3612
