#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -26.79867     2.98397             12012
1    -31.92287     1.41743             150547
2    -35.08666     0.88242             380144
3    -33.14838     1.21893             302810
4    -35.36627     1.72116             112985
5    80.64163     10.11655             14737
