#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -27.54305     5.85637             9011
1    -34.41715     1.84261             227550
2    -27.83416     0.75045             244127
3    -34.94580     1.53823             200371
4    -34.43964     1.67331             154735
5    -33.66288     1.39799             106331
6    -32.61789     3.79495             26420
