#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -24.10905     1.40690             58054
1    -23.83760     0.64719             228148
2    -24.24949     0.91919             224675
3    -22.45180     0.74400             183913
4    -31.50102     1.06435             146653
5    -32.28636     1.41045             106634
6    -31.10342     2.45776             37194
