#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.84001     4.17024             16716
1    -31.11279     1.33042             131572
2    -31.19440     0.91747             476133
3    70.20089     2.07805             319237
4    -20.64489     1.32668             43678
5    -20.89175     5.48259             3064
