#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -34.56131     6.38985             7241
1    -32.42668     1.21700             104721
2    -25.16817     0.67796             493265
3    -30.81210     0.82152             323580
4    -31.95807     2.58976             42902
5    -31.15855     7.35105             2274
