#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.92358     2.27727             52165
1    -31.37412     1.37769             227173
2    -32.31456     1.28060             225120
3    -22.64196     0.75447             185355
4    -22.70993     1.11498             147888
5    -22.37656     0.93315             108115
6    -20.82323     1.55315             39967
