#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -29.95972     3.74978             13797
1    -26.41550     0.95149             165964
2    -25.76988     0.53883             386979
3    -31.07755     0.87482             290566
4    -32.44176     1.45522             103943
5    -34.06043     5.19719             13302
