#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -34.86199     4.43675             13042
1    -34.69244     1.08984             234586
2    -36.41939     1.08146             244075
3    -34.18977     1.28937             199891
4    -32.55795     1.15595             152456
5    -32.11610     2.34087             102653
6    -23.94446     2.00304             24390
