#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -32.86138     3.25714             15501
1    -29.58842     1.32423             120474
2    -22.50256     0.39270             457233
3    -20.83683     0.50880             343201
4    -23.03071     1.51741             48715
5    -20.01312     4.04153             3354
