#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -10.88652     0.28566             316023
1    -11.24239     0.20813             628998
2    -31.32702     0.38974             951899
3    -19.80703     0.21765             1250767
4    -2.67848     0.05923             1180460
