#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -16.34653     1.75284             12008
1    -14.40718     0.60303             98965
2    -7.60939     0.12725             583982
3    -8.81081     0.08561             2199934
4    -15.67976     0.18958             966553
5    -9.75870     0.18596             417154
6    -8.21269     0.38331             75335
