#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -12.72881     1.05135             18744
1    -9.77920     0.35066             175291
2    -9.15463     0.14394             562544
3    -18.84578     0.23552             1538658
4    -18.52759     0.22318             1171453
5    -11.75548     0.17498             690036
6    -1.32250     0.19262             174784
