#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -15.02398     1.84208             5234
1    -14.21342     0.77540             58042
2    -13.50941     0.24427             510181
3    -14.48209     0.13460             2399122
4    -12.19756     0.15768             1012624
5    -10.52438     0.21670             397311
6    -11.81005     0.54826             51643
