#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -8.30578     0.59889             31928
1    -13.84228     0.47529             211237
2    -9.11247     0.13294             705357
3    -10.79164     0.10749             1575316
4    -16.40297     0.19368             1079425
5    -12.23242     0.20047             619266
6    -0.73977     0.35434             109303
