#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -17.87541     2.17385             10060
1    -11.72051     0.36551             148650
2    -7.97993     0.16553             532761
3    -19.88253     0.19338             1667646
4    -20.09973     0.27656             1244413
5    -11.57044     0.17038             702948
6    -9.64883     0.29474             120948
