#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -19.28943     2.29956             9062
1    -15.46515     0.67532             89530
2    -13.50912     0.20688             719904
3    -16.20000     0.12936             2394087
4    -12.06222     0.14355             871328
5    -11.98897     0.27939             327078
6    -8.53486     0.58611             30152
