#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -11.22627     0.26933             244823
1    -11.07547     0.20187             599773
2    -33.02318     0.45019             1008014
3    -17.73079     0.25505             1394108
4    -10.03539     0.14139             1191807
