#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -18.75256     0.47097             256352
1    -15.97717     0.32684             608921
2    -33.45858     0.44226             1025047
3    -13.14699     0.14195             1411848
4    -3.54077     0.07337             1154845
