#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -13.20605     1.23233             19145
1    -12.85396     0.35369             184449
2    -11.10730     0.16366             662795
3    -10.68256     0.10010             1753451
4    -19.69043     0.21999             1142143
5    -13.43408     0.18479             615400
6    -9.04411     0.46126             69825
