#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -1.21020     0.63260             17883
1    -3.03713     0.14038             162231
2    -2.30057     0.08729             519604
3    -9.89297     0.13318             1380419
4    -8.55274     0.16330             1052892
5    -9.10274     0.18656             625702
6    -2.23915     0.14850             160119
