#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -5.02838     0.18302             226758
1    -5.50602     0.14317             545689
2    -12.83537     0.31407             904975
3    -9.62824     0.19092             1243458
4    -7.21238     0.12764             1075080
