#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -14.37338     2.53148             8941
1    -11.57305     0.72427             83550
2    -7.98855     0.18186             657112
3    -8.27894     0.10298             2141360
4    -4.91528     0.08477             784743
5    -5.44989     0.14590             293516
6    -1.98086     0.55722             27289
