#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -4.84773     0.14752             293486
1    -6.10694     0.17171             575207
2    -9.50585     0.22097             857737
3    -9.30886     0.21439             1121755
4    -0.18139     0.07541             1067870
