#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -19.47544     2.07513             5233
1    -9.98379     0.67999             54098
2    -8.32291     0.23058             465694
3    -6.79095     0.07008             2148389
4    -4.55582     0.07601             913617
5    -4.75614     0.14059             356388
6    -5.25555     0.41451             46818
