#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.82198     0.41187             30445
1    -7.07669     0.24331             195002
2    -1.84527     0.06269             654045
3    -1.08212     0.04933             1405750
4    -8.57516     0.14548             971396
5    -10.06187     0.24534             561616
6    -1.85661     0.22262             100211
