#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -12.54304     1.73440             11408
1    -9.95157     0.50884             92859
2    -1.79236     0.07203             536659
3    -0.75065     0.03970             1978007
4    -6.14184     0.11399             874951
5    -3.27865     0.10969             376725
6    -2.91140     0.19566             68238
