#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -23.86068     1.82519             46214
1    -24.28121     0.85054             233040
2    -24.27832     1.06109             296230
3    -22.55339     0.64571             367281
4    -32.24778     0.80381             474217
5    -32.96199     0.67918             583481
6    -31.34977     0.87416             318630
