#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -31.55313     2.61830             39202
1    -29.12978     0.78945             230379
2    -21.53649     0.36421             540795
3    -21.85037     0.43467             741239
4    -24.03187     0.53768             585825
5    -22.00589     0.84154             188153
