#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -25.45875     2.47951             39385
1    -21.55879     0.54305             246672
2    -31.73540     0.96356             582608
3    -31.20659     0.54025             769140
4    -31.07847     0.66399             541603
5    76.71027     3.47322             154421
