#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -28.49917     4.66970             9540
1    -34.78087     1.04918             212095
2    -27.96642     1.19815             309617
3    -35.89295     0.98321             391920
4    -35.44698     0.78843             523556
5    -34.56882     0.78815             640615
6    -34.55267     1.19051             295014
