#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -32.89748     3.14346             41636
1    -32.32536     0.94489             230681
2    -33.02241     0.94933             293853
3    -23.17152     0.46257             364153
4    -23.27963     0.53849             470708
5    -23.18023     0.36380             583164
6    -20.73091     0.62812             339511
