#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -31.86115     2.12722             41408
1    -31.21394     1.00169             252184
2    -30.86580     1.14014             555231
3    66.84479     1.24857             734130
4    -19.83536     0.45547             541991
5    -22.58325     0.95685             181464
