#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -23.88723     1.49833             41704
1    -24.09055     0.80979             270774
2    -23.17774     0.46665             598501
3    -21.39855     0.38512             759922
4    -27.57333     0.50951             493514
5    -31.38487     1.34072             147844
