#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -35.67515     7.08326             11993
1    -34.61842     1.36128             222674
2    -37.05250     1.06005             313916
3    -34.37568     0.97986             400298
4    -33.38037     0.96275             519891
5    -33.05267     0.82407             628116
6    -25.27658     0.78953             278351
