#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -28.33498     2.62359             24501
1    -32.90167     0.98592             231650
2    -35.07256     0.70876             611223
3    -33.53977     0.61474             812338
4    -35.32100     0.76760             586931
5    73.38907     3.33312             133960
