#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -18.39748     1.56124             7574
1    -15.39154     0.70664             79212
2    -12.20101     0.32297             241940
3    -6.19730     0.18679             314783
4    -16.77782     0.48370             289073
5    -13.32233     0.43924             179016
6    -8.79970     0.80734             22000
