#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -8.27886     0.81603             14123
1    -16.36233     0.60567             138426
2    -5.88965     0.18022             290074
3    -6.26523     0.17696             294871
4    -11.79417     0.34597             250671
5    -14.04111     0.50195             164003
6    -8.55997     0.60728             32423
