#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -14.17261     1.73890             8517
1    -12.86324     0.53421             110281
2    -6.13131     0.18405             270607
3    -5.72286     0.18524             296980
4    -13.51817     0.37836             275360
5    -11.43901     0.34285             182335
6    -10.10363     0.49914             50010
