#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -9.44286     0.41369             79459
1    -13.44075     0.42672             180382
2    -19.59729     0.57240             289143
3    -15.97653     0.39491             329675
4    -9.23820     0.22875             252900
