#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -18.19020     0.89614             83406
1    -19.37676     0.56780             182579
2    -16.51379     0.42556             292453
3    -11.12696     0.26432             330839
4    -2.81869     0.21029             243544
