#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -12.05362     0.50002             112135
1    -18.32028     0.57773             203064
2    -12.88053     0.31871             260844
3    -9.84084     0.25253             317600
4    -3.27312     0.17166             289861
