#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -9.17633     0.37997             117424
1    -14.16466     0.42200             205080
2    -16.36869     0.46253             277270
3    -15.26255     0.42831             317500
4    -3.02643     0.16503             274259
