#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -13.46109     1.86768             4316
1    -14.69475     0.66674             61936
2    -9.24468     0.27993             215612
3    -15.97582     0.44318             306010
4    -15.34099     0.40639             303388
5    -10.10089     0.30559             205044
6    -8.58763     0.64694             36093
