#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -12.49619     0.77605             57498
1    -11.27894     0.28288             456784
2    -8.21079     0.10994             1994182
3    -8.30266     0.06627             5164868
4    -4.99971     0.05122             2217166
5    -5.70598     0.11100             764751
6    -2.13537     0.28736             62814
