#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -4.69917     0.26868             117937
1    -12.50732     0.33475             613011
2    -1.52837     0.03174             2219350
3    -0.89642     0.02692             4843187
4    -5.07387     0.05980             2271973
5    -6.76009     0.13202             982246
6    -3.22630     0.25827             123311
