#Plane_2x2
#Card       tzero  t_zero_err      entries
0    -7.48326     0.12683             990682
1    -9.50876     0.16021             1646065
2    -6.43470     0.06702             2478842
3    -3.63883     0.03397             3129636
4    -0.89508     0.03563             2936408
