#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -4.68379     0.07550             1033251
1    -6.05668     0.10123             1667170
2    -9.62555     0.13473             2500364
3    -9.21821     0.12325             3152273
4    -0.28355     0.05367             2802410
