#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -11.30487     0.77741             33658
1    -10.62681     0.33920             309137
2    -8.18309     0.12197             1538055
3    -6.94169     0.06146             5166708
4    -4.72835     0.04822             2568441
5    -4.79327     0.08570             952642
6    -5.23363     0.25782             106083
