#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -4.94560     0.08819             926299
1    -5.58960     0.08828             1540604
2    -12.78849     0.18833             2445092
3    -9.54138     0.11279             3280357
4    -7.15745     0.07931             2512003
